,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
113666,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,330.04,27.2,3.71,2566.4,2566.4,0.25664,2566.4,330.04,5158.46,515.846
113667,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,330.04,21.2,0.83,2071.74,2071.74,0.207174,2071.74,330.04,4164.200000000001,416.42
113668,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,104.0,330.04,7.81,0.22,630.9,630.21,0.06309,630.9,330.04,1268.1100000000001,126.811
113669,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,104.0,330.04,29.25,0.26,1255.12,1255.12,0.125512,1255.12,330.04,2522.79,252.279
113671,7.0,20.0,1.0,11.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,104.0,330.04,40.5,0.55,2308.85,2308.85,0.230885,2308.85,330.04,4640.79,464.079
113673,7.0,20.0,1.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,114.0,330.04,18.0,0.5,1107.59,1107.59,0.110759,1107.59,330.04,2226.2599999999998,222.626
113674,7.0,20.0,1.0,11.0,3.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,1.0,114.0,330.04,2.89,0.58,245.36,245.36,0.024536,245.36,330.04,493.17,49.317
113675,7.0,20.0,1.0,11.0,3.0,1.0,1.0,4.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,114.0,330.04,13.1,0.34,780.5,780.5,0.07805,780.5,330.04,1568.81,156.881
113677,7.0,20.0,1.0,11.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,114.0,330.04,32.4,0.27,1590.01,1590.01,0.159001,1590.01,330.04,3195.92,319.592
113679,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,330.04,16.3,0.66,745.47,745.47,0.074547,745.47,330.04,1498.39,149.839
113680,7.0,20.0,1.0,11.0,3.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,129.0,330.04,4.05,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.105626,1056.26,330.04,2123.08,212.308
113681,7.0,20.0,1.0,11.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,156.0,330.04,2.23,1.33,146.73,146.73,0.014673,146.73,330.04,294.93,29.493
113683,7.0,20.0,1.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,156.0,330.04,13.206250477473482,0.82,554.94,554.94,0.055494,554.94,330.04,1115.4299999999998,111.543
113684,7.0,20.0,1.0,11.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,330.04,13.18,0.7,623.24,623.24,0.062324,623.24,330.04,1252.71,125.271
113685,7.0,20.0,1.0,11.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,330.04,18.023,0.31,1383.72,1383.72,0.138372,1383.72,330.04,2781.2799999999997,278.128
113686,7.0,20.0,1.0,11.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,171.0,330.04,8.1,4.45,487.7,487.7,0.04877,487.7,330.04,980.28,98.028
113687,7.0,20.0,1.0,11.0,3.0,2.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,171.0,330.04,24.3,0.33,1410.58,1410.58,0.141058,1410.58,330.04,2835.27,283.527
113689,7.0,20.0,1.0,11.0,3.0,2.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,100.0,1.0,171.0,330.04,8.15,0.76,597.41,597.41,0.059741,597.41,330.04,1200.79,120.079
113691,7.0,20.0,1.0,11.0,3.0,2.0,1.0,1.0,23.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,171.0,330.04,16.2,0.41,614.76,614.76,0.061476,614.76,330.04,1235.67,123.567
113692,7.0,20.0,1.0,11.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,181.0,330.04,8.1,0.47,225.55,224.55,0.022555,225.55,330.04,453.36,45.336
113693,7.0,20.0,1.0,11.0,3.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,181.0,330.04,4.05,0.82,115.34,115.34,0.011534,115.34,330.04,231.82999999999998,23.183
113694,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,16.0,263.03,3.9,0.75,173.65,173.65,0.017365,173.65,263.03,328.2,32.82
113695,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,16.0,263.03,16.38,0.89,992.77,992.77,0.099277,992.77,263.03,1876.3400000000001,187.634
113699,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,22.0,263.03,11.36,1.31,940.86,934.3,0.094086,940.86,263.03,1778.23,177.823
113701,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,263.03,7.42,1.1,358.52,358.52,0.035852,358.52,263.03,677.6,67.76
113702,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,263.03,25.0,2.04,1448.41,1448.41,0.144841,1448.41,263.03,2737.4900000000002,273.749
113704,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,263.03,5.6,0.64,316.36,316.36,0.031636,316.36,263.03,597.92,59.792
113706,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,263.03,16.46,0.59,960.07,960.07,0.096007,960.07,263.03,1814.53,181.453
113707,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,263.03,2.34,1.67,160.99,160.99,0.016099,160.99,263.03,304.27,30.427
113709,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,263.03,6.46,1.08,478.34,478.34,0.047834,478.34,263.03,904.06,90.406
113710,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,263.03,9.46,1.44,745.18,745.18,0.074518,745.18,263.03,1408.3899999999999,140.839
113711,7.0,20.0,1.0,16.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,263.03,3.46,0.67,284.83,284.83,0.028483,284.83,263.03,538.33,53.833
113712,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,58.0,263.03,1.36,0.16,120.97,120.97,0.012097,120.97,263.03,228.63000000000002,22.863
113715,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,263.03,4.68,1.51,279.01,279.01,0.027901,279.01,263.03,527.33,52.733
113716,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,263.03,1.39,3.49,183.36,183.36,0.018336,183.36,263.03,346.55,34.655
113718,7.0,20.0,1.0,16.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,263.03,35.0,0.65,2587.29,2587.29,0.258729,2587.29,263.03,4889.98,488.998
113720,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,263.03,18.04,1.59,1378.82,1378.82,0.137882,1378.82,263.03,2605.97,260.597
113721,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,263.03,2.34,2.42,250.12,250.12,0.025012,250.12,263.03,472.72999999999996,47.273
113722,7.0,20.0,1.0,16.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,263.03,3.04,1.19,298.71,298.71,0.029871,298.71,263.03,564.56,56.456
113723,7.0,20.0,1.0,16.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,263.03,18.04,0.38,1520.0,1520.0,0.152,1520.0,263.03,2872.8,287.28
113725,7.0,20.0,1.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,263.03,51.44,1.54,3443.28,3443.28,0.344328,3443.28,263.03,6507.8,650.78
113726,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,263.03,15.0,0.8,951.49,951.49,0.095149,951.49,263.03,1798.32,179.832
113727,7.0,20.0,1.0,16.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,263.03,10.6,2.62,688.83,714.15,0.068883,688.83,263.03,1301.89,130.189
113728,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,263.03,7.8,1.64,652.39,551.25,0.065239,652.39,263.03,1233.02,123.302
113730,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,263.03,0.78,2.07,129.43,129.43,0.012943,129.43,263.03,244.62,24.462
113731,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,112.0,263.03,9.36,1.34,585.54,585.54,0.058554,585.54,263.03,1106.67,110.667
113733,7.0,20.0,1.0,16.0,3.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,263.03,4.68,0.16,304.92,304.92,0.030492,304.92,263.03,576.3,57.63
113734,7.0,20.0,1.0,16.0,3.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,263.03,0.78,1.26,91.2,91.2,0.00912,91.2,263.03,172.37,17.237
113735,7.0,20.0,1.0,16.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,263.03,12.6,1.07,839.94,839.94,0.083994,839.94,263.03,1587.49,158.749
113736,7.0,20.0,1.0,16.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,263.03,40.0,0.1,2159.03,2159.03,0.215903,2159.03,263.03,4080.57,408.057
113737,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,130.0,263.03,14.68,2.06,1031.35,1031.35,0.103135,1031.35,263.03,1949.25,194.925
113738,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,130.0,263.03,4.68,1.11,237.61,237.61,0.023761,237.61,263.03,449.08000000000004,44.908
113739,7.0,20.0,1.0,16.0,3.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,130.0,263.03,4.68,1.43,314.24,322.98,0.031424,314.24,263.03,593.91,59.391
113741,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,142.0,263.03,0.78,3.7,111.82,111.82,0.011182,111.82,263.03,211.34,21.134
113743,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,148.0,263.03,4.68,3.22,316.56,316.56,0.031656,316.56,263.03,598.3,59.83
113744,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,160.0,263.03,50.0,2.05,2963.56,2963.56,0.296356,2963.56,263.03,5601.13,560.113
113746,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,178.0,263.03,4.68,3.48,376.35,1514.0311364418371,0.037635,376.35,263.03,711.3000000000001,71.13
113748,7.0,20.0,1.0,16.0,3.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,178.0,263.03,30.0,0.42,2165.49,2165.49,0.216549,2165.49,263.03,4092.7799999999997,409.278
113749,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,4.0,278.81,1.62,1.22,131.11,131.11,0.013111,131.11,278.81,200.59999999999997,20.06
113754,7.0,20.0,1.0,23.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,278.81,16.2,1.1,909.1,909.1,0.09091,909.1,278.81,1390.92,139.092
113755,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,29.0,278.81,4.05,3.25,137.05,137.05,0.013705,137.05,278.81,209.69000000000003,20.969
113756,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,278.81,16.16,4.0,869.88,869.88,0.086988,869.88,278.81,1330.92,133.092
113758,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,100.0,1.0,44.0,278.81,5.8,1.32,388.7,388.7,0.03887,388.7,278.81,594.71,59.471
113760,7.0,20.0,1.0,23.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,70.0,1.0,49.0,278.81,1.7,0.95,133.18,133.18,0.013318,133.18,278.81,203.77,20.377
113761,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,278.81,6.72,0.03,367.15,367.15,0.036715,367.15,278.81,561.74,56.174
113762,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,64.0,278.81,7.0,0.07,306.62,306.62,0.030662,306.62,278.81,469.13,46.913
113765,7.0,20.0,1.0,23.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,64.0,278.81,14.58,0.33,685.5,685.5,0.06855,685.5,278.81,1048.8200000000002,104.882
113767,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,74.0,278.81,1.21,4.79,153.46,153.46,0.015346,153.46,278.81,234.79000000000002,23.479
113769,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,23.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,74.0,278.81,5.67,0.03,241.55,241.55,0.024155,241.55,278.81,369.57,36.957
113772,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,79.0,278.81,5.24,3.01,235.04,235.04,0.023504,235.04,278.81,359.61,35.961
113774,7.0,20.0,1.0,23.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,100.0,1.0,89.0,278.81,2.43,1.88,124.91,124.91,0.012491,124.91,278.81,191.11,19.111
113779,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,104.0,278.81,9.44,0.71,515.94,515.94,0.051594,515.94,278.81,789.39,78.939
113785,7.0,20.0,1.0,23.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,278.81,24.3,1.25,1300.83,1300.83,0.130083,1300.83,278.81,1990.27,199.027
113788,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,278.81,2.67,0.19,264.17,264.17,0.026417,264.17,278.81,404.18,40.418
113790,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,134.0,278.81,2.0,3.11,107.68,107.68,0.010768,107.68,278.81,164.75,16.475
113792,7.0,20.0,1.0,23.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,134.0,278.81,14.5,0.1,932.6,932.6,0.09326,932.6,278.81,1426.88,142.688
113797,7.0,20.0,1.0,23.0,3.0,2.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,139.0,278.81,19.44,0.93,882.1,887.1,0.08821,882.1,278.81,1349.6100000000001,134.961
113806,7.0,20.0,2.0,5.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,278.87,8.96,1.32,425.7,425.7,0.04257,425.7,278.87,553.41,55.341
113811,7.0,20.0,2.0,5.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,11.0,278.87,3.92,0.68,143.15,143.15,0.014315,143.15,278.87,186.1,18.61
113814,7.0,20.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,11.0,278.87,16.8,2.43,611.9,611.9,0.06119,611.9,278.87,795.47,79.547
113821,7.0,20.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,26.0,278.87,8.96,2.92,297.76,1514.0311364418371,0.029776,297.76,278.87,387.09,38.709
113832,7.0,20.0,2.0,5.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,31.0,278.87,11.2,0.95,1053.75,1053.75,0.105375,1053.75,278.87,1369.88,136.988
113856,7.0,20.0,2.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,76.0,278.87,3.36,1.84,326.61,326.61,0.032661,326.61,278.87,424.59,42.459
113857,7.0,20.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,86.0,278.87,6.72,1.03,616.12,616.12,0.061612,616.12,278.87,800.96,80.096
113890,7.0,20.0,2.0,5.0,2.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,106.0,278.87,10.0,4.09,695.65,695.65,0.069565,695.65,278.87,904.35,90.435
113897,7.0,20.0,2.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,106.0,278.87,3.36,3.54,354.35,1514.0311364418371,0.035435,354.35,278.87,460.66,46.066
113915,7.0,20.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,136.0,278.87,2.8,1.05,171.32,171.32,0.017132,171.32,278.87,222.71999999999997,22.272
113926,7.0,20.0,2.0,10.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,26.0,338.06,2.0,1.92,687.47,660.15,0.068747,687.47,338.06,1429.94,142.994
