,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of OTHER fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
96566,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,41.0,1.0,0.0,142.0,441.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,43862.0,0.043862,438.62,438.62,438.62,1.5,89681.0,0.89681,89.681,0.0
96567,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,41.0,1.0,0.0,142.0,441.79,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,72150.0,0.07215,721.5,721.5,721.5,2.5,147519.0,1.47519,147.519,0.0
96568,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,16.0,1.0,0.0,142.0,441.79,1.45,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.52,22960.0,0.02296,229.6,229.6,229.6,2.25,46945.0,0.46945,46.945,3.0
96569,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,90.0,16.0,1.0,0.0,142.0,441.79,1.07,0.0,0.0,0.0,0.0,0.0,0.84,1.68,1.63,17497.0,0.017497,174.97,174.97,174.97,2.0,35774.0,0.35774,35.774,2.52
96570,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,41.0,1.0,0.0,149.0,441.79,1.4,0.0,0.0,0.0,0.0,0.0,1.4,2.8,2.96,25792.0,0.025792,257.92,257.92,257.92,25.0,52735.0,0.52735,52.735,4.199999999999999
96571,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,41.0,1.0,0.0,149.0,441.79,4.42,0.0,0.0,0.0,0.0,0.0,2.21,6.63,0.97,81034.0,0.081034,810.34,810.34,810.34,1.0,165683.0,1.65683,165.683,8.84
96573,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,163.0,441.79,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,108756.0,0.108756,1087.56,1087.56,1087.56,1.0,222364.0,2.22364,222.364,0.0
96574,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,170.0,441.79,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,20241.0,0.020241,202.41,202.41,202.41,20.0,41385.0,0.41385,41.385,0.0
96575,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,41.0,1.0,0.0,170.0,441.79,5.18,4.88,0.0,0.0,0.0,0.0,0.0,0.0,1.51,94920.0,0.09492,949.2,949.2,949.2,1.0,194075.0,1.94075,194.075,4.88
96577,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,170.0,441.79,4.6,0.0,0.0,0.0,0.0,3.67,0.0,0.0,2.02,84390.0,0.08439,843.9,843.9,843.9,1.0,172545.0,1.72545,172.545,3.67
96578,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,184.0,441.79,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,98944.0,0.098944,989.44,989.44,989.44,1.0,202302.0,2.02302,202.302,0.0
96579,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,184.0,441.79,3.88,0.0,0.0,0.0,0.0,0.0,3.88,5.82,0.65,71191.0,0.071191,711.91,711.91,711.91,0.75,145558.0,1.45558,145.558,9.7
96581,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,41.0,1.0,0.0,191.0,441.79,1.69,0.0,0.0,0.0,0.0,0.0,1.02,2.04,0.32,31087.0,0.031087,310.87,310.87,310.87,0.33,63561.0,0.63561,63.561,3.06
96582,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,191.0,441.79,0.6,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.45,11030.0,0.01103,110.3,110.3,110.3,10.0,22552.0,0.22552,22.552,1.7999999999999998
96584,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,205.0,441.79,13.77,0.0,0.0,0.0,0.0,0.0,9.18,18.36,0.3,224331.0,0.224331,2243.31,2243.31,2243.31,2.0,458671.0,4.58671,458.671,27.54
96585,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,41.0,1.0,0.0,205.0,441.79,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,45868.0,0.045868,458.68,458.68,458.68,50.0,93782.0,0.93782,93.782,0.0
96587,50.0,7.0,10.0,9.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,205.0,441.79,9.18,0.0,0.0,0.0,0.0,0.0,7.09,11.48,0.31,170058.0,0.170058,1700.58,1700.58,1700.58,1.5,347703.0,3.47703,347.703,18.57
96656,50.0,7.0,10.0,10.0,27.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,75.0,4.0,1.0,0.0,19.0,584.48,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,23833.0,0.023833,238.33,238.33,238.33,33.0,3919.0,0.03919,3.919,0.0
96683,50.0,7.0,10.0,10.0,27.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,91.0,584.48,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,93752.0,0.093752,937.52,937.52,937.52,1.0,15415.0,0.15415,15.415,0.0
96793,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,16.0,602.02,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,137336.0,0.137336,1373.36,1373.36,1373.36,1.5,76582.0,0.76582,76.582,0.0
96794,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,23.0,602.02,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,183245.0,0.183245,1832.45,1832.45,1832.45,2.0,102181.0,1.02181,102.181,0.0
96795,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,37.0,602.02,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,81552.0,0.081552,815.52,815.52,815.52,0.5,45476.0,0.45476,45.476,0.0
96796,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,37.0,602.02,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,33715.0,0.033715,337.15,337.15,337.15,25.0,18800.0,0.188,18.8,0.0
96797,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,28.0,1.0,0.0,44.0,602.02,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,10603.0,0.010603,106.03,106.03,106.03,3.0,5912.0,0.05912,5.912,0.0
96798,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,113.0,602.02,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,98951.0,0.098951,989.51,989.51,989.51,1.0,55177.0,0.55177,55.177,0.0
96799,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,134.0,602.02,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,131083.0,0.131083,1310.83,1310.83,1310.83,1.5,73095.0,0.73095,73.095,0.0
96800,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,28.0,1.0,0.0,155.0,602.02,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,17960.0,0.01796,179.6,179.6,179.6,12.0,10015.0,0.10015,10.015,0.0
96801,50.0,7.0,10.0,12.0,6.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,19.0,1.0,0.0,169.0,602.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,8117.0,0.008117,81.17,81.17,81.17,1.0,4526.0,0.04526,4.526,0.0
96805,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,3.0,541.72,16.57,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.72,170403.0,0.170403,1704.03,1704.55,1704.03,1.0,197350.0,1.9735,197.35,16.0
96808,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,26.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,3.0,541.72,1.28,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.54,27006.0,0.027006,270.06,252.96,270.06,2.0,31277.0,0.31277,31.277,1.0
96809,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,65.0,4.0,1.0,0.0,3.0,541.72,12.27,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,152959.0,0.152959,1529.59,1529.59,1529.59,2.0,177148.0,1.77148,177.148,24.0
96812,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,65.0,4.0,1.0,0.0,15.0,541.72,6.46,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.74,116518.0,0.116518,1165.18,1165.18,1165.18,1.5,134944.0,1.34944,134.944,12.5
96813,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,21.0,541.72,2.52,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.15,27490.0,0.02749,274.9,274.9,274.9,2.5,31837.0,0.31837,31.837,3.5
96815,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,21.0,541.72,3.15,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.14,20661.0,0.020661,206.61,206.61,206.61,2.0,23928.0,0.23928,23.928,3.5
96816,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,75.0,4.0,1.0,0.0,21.0,541.72,7.32,0.0,0.0,0.0,0.0,0.0,4.5,4.5,2.16,56816.0,0.056816,568.16,568.16,568.16,50.0,65801.0,0.65801,65.801,9.0
96817,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,33.0,541.72,0.46,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.72,21115.0,0.021115,211.15,211.15,211.15,2.0,24454.0,0.24454,24.454,2.0
96819,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,33.0,541.72,12.67,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.73,191486.0,0.191486,1914.86,1914.86,1914.86,2.0,221767.0,2.21767,221.767,20.0
96826,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,36.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,75.0,4.0,1.0,0.0,51.0,541.72,4.24,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.3,110321.0,0.110321,1103.21,1103.21,1103.21,1.25,127767.0,1.27767,127.767,13.0
96835,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,69.0,541.72,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,29921.0,0.029921,299.21,299.21,299.21,3.0,34653.0,0.34653,34.653,0.0
96836,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,27.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,69.0,541.72,1.15,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.63,42802.0,0.042802,428.02,428.02,428.02,0.25,49570.0,0.4957,49.57,5.0
96837,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,75.0,16.0,1.0,0.0,69.0,541.72,1.12,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.44,18623.0,0.018623,186.23,186.23,186.23,3.0,21568.0,0.21568,21.568,1.0
96838,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,69.0,541.72,2.2,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.91,58277.0,0.058277,582.77,582.77,582.77,0.5,67493.0,0.67493,67.493,3.0
96839,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,75.0,541.72,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.45,39730.0,0.03973,397.3,397.3,397.3,0.25,46013.0,0.46013,46.013,5.0
96840,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,75.0,541.72,10.27,0.0,0.0,0.0,0.0,0.0,5.5,5.5,1.65,143360.0,0.14336,1433.6,1433.6,1433.6,1.25,166031.0,1.66031,166.031,11.0
96845,50.0,7.0,10.0,12.0,22.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,87.0,541.72,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,25989.0,0.025989,259.89,259.89,259.89,2.5,30099.0,0.30099,30.099,0.0
96847,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,93.0,541.72,0.52,0.0,0.0,0.0,0.0,0.0,0.25,0.25,2.83,23433.0,0.023433,234.33,234.33,234.33,2.0,27138.0,0.27138,27.138,0.5
96849,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,93.0,541.72,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,58998.0,0.058998,589.98,576.73,589.98,0.5,68328.0,0.68328,68.328,0.0
96852,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,16.0,1.0,0.0,105.0,541.72,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,10142.0,0.010142,101.42,101.42,101.42,1.0,11746.0,0.11746,11.746,0.0
96854,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,105.0,541.72,3.32,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.68,34873.0,0.034873,348.73,348.73,348.73,0.25,40388.0,0.40388,40.388,5.0
96865,50.0,7.0,10.0,12.0,22.0,5.0,2.0,1.0,2.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,541.72,2.25,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.94,77865.0,0.077865,778.65,778.65,778.65,0.5,90178.0,0.90178,90.178,8.0
96866,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,129.0,541.72,22.27,0.0,0.0,0.0,0.0,0.0,24.0,24.5,2.32,461504.0,0.461504,4615.04,1326.49257833109,4615.04,4.0,534485.0,5.34485,534.485,48.5
96869,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,129.0,541.72,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,24192.0,0.024192,241.92,241.92,241.92,2.25,28018.0,0.28018,28.018,0.0
96873,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,18.0,1.0,0.0,147.0,541.72,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,22156.0,0.022156,221.56,1326.49257833109,221.56,2.0,25660.0,0.2566,25.66,0.0
96874,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,147.0,541.72,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.18,6298.0,0.006298,62.98,62.98,62.98,0.5,7294.0,0.07294,7.294,0.4
96877,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,159.0,541.72,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,40645.0,0.040645,406.45,406.45,406.45,0.25,47073.0,0.47073,47.073,0.0
96881,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,165.0,541.72,3.26,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.23,25503.0,0.025503,255.03,255.03,255.03,2.5,29536.0,0.29536,29.536,3.0
96883,50.0,7.0,10.0,12.0,22.0,5.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,165.0,541.72,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,107122.0,0.107122,1071.22,1071.22,1071.22,1.0,124062.0,1.24062,124.062,0.0
96902,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,18.0,1.0,0.0,41.0,568.83,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,4530.0,0.00453,45.3,45.3,45.3,0.5,2461.0,0.02461,2.461,0.0
96910,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,18.0,1.0,0.0,73.0,568.83,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,10233.0,0.010233,102.33,102.33,102.33,2.0,5560.0,0.0556,5.56,0.0
96917,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,97.0,568.83,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,21298.0,0.021298,212.98,212.98,212.98,0.25,11571.0,0.11571,11.571,0.0
96918,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,97.0,568.83,6.06,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.75,177161.0,0.177161,1771.61,1771.61,1771.61,2.0,96256.0,0.96256,96.256,12.0
96922,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,4.0,1.0,0.0,113.0,568.83,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,50496.0,0.050496,504.96,504.96,504.96,0.5,27436.0,0.27436,27.436,0.0
96927,50.0,7.0,10.0,12.0,29.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,568.83,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,98921.0,0.098921,989.21,989.21,989.21,1.0,53746.0,0.53746,53.746,0.0
