,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
74013,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,15.0,0.0,64.0,169.31,48.0,0.0,0.0,25.0,0.0,131.06,4.0,40.456,25.0
74014,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,64.0,169.31,50.0,0.0,0.0,25.0,0.0,2615.5,1.0,807.353,25.0
74016,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,73.0,169.31,48.0,0.0,0.0,25.0,0.0,1461.75,1.0,451.212,25.0
74017,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,73.0,169.31,48.0,0.0,0.0,25.0,0.0,1867.29,1.0,576.394,25.0
74018,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,100.0,2.0,0.0,73.0,169.31,50.0,0.0,0.0,45.0,0.0,2924.8,1.5,902.826,45.0
74019,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,100.0,2.0,0.0,73.0,169.31,50.0,0.0,0.0,25.0,0.0,2343.2,1.0,723.299,25.0
74028,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,1.0,16.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,15.0,0.0,81.0,169.31,28.0,14.0,0.0,12.0,0.0,714.84,8.0,220.656,26.0
74031,50.0,4.0,16.0,3.0,5.0,2.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,169.31,126.0,50.0,0.0,100.0,0.0,4188.95,2.0,1293.045,150.0
74032,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,1.0,195.23,60.0,25.0,0.0,25.0,0.0,3350.9,2.0,998.188,50.0
74039,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,0.0,11.0,195.23,50.0,25.0,0.0,0.0,0.0,1535.25,1.0,457.332,25.0
74044,50.0,4.0,16.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,16.0,195.23,84.0,13.0,0.0,12.0,0.0,2656.51,1.0,791.338,25.0
74045,50.0,4.0,16.0,3.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,16.0,195.23,60.0,12.0,0.0,13.0,0.0,1251.75,0.5,372.881,25.0
74051,50.0,4.0,16.0,3.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,100.0,2.0,0.0,26.0,195.23,21.0,12.5,0.0,12.5,0.0,1254.31,0.5,373.643,25.0
74059,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,15.0,0.0,31.0,195.23,10.0,0.0,0.0,0.0,0.0,404.74,3.0,120.566,0.0
74060,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,195.23,26.0,12.5,0.0,12.5,0.0,1231.77,0.5,366.927,25.0
74065,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,41.0,195.23,36.0,5.0,0.0,5.0,0.0,1381.0,0.5,411.382,10.0
74066,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,47.0,195.23,40.0,0.0,0.0,25.0,0.0,2140.24,1.0,637.549,25.0
74068,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,100.0,2.0,0.0,47.0,195.23,40.0,0.0,0.0,25.0,0.0,1776.1,1.0,529.077,25.0
74071,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,52.0,195.23,130.0,25.0,0.0,70.0,0.0,5600.56,2.5,1668.332,95.0
74072,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,52.0,195.23,72.0,25.0,0.0,50.0,0.0,2704.45,1.5,805.62,75.0
74083,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,59.0,195.23,48.0,12.5,0.0,12.5,0.0,1375.9,0.75,409.862,25.0
74084,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,64.0,195.23,20.0,0.0,0.0,0.0,0.0,1017.52,0.5,303.106,0.0
74092,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,69.0,195.23,70.0,25.0,0.0,25.0,0.0,2695.85,1.5,803.057,50.0
74097,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,195.23,25.0,12.0,0.0,13.0,0.0,2345.5,1.0,698.693,25.0
74099,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,195.23,40.0,12.5,0.0,12.5,0.0,1653.5,1.0,492.556,25.0
74102,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,1.0,14.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,100.0,2.0,0.0,91.0,195.23,25.0,18.0,0.0,19.0,0.0,1792.74,0.5,534.033,37.0
74105,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,1.0,17.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,100.0,2.0,0.0,91.0,195.23,32.0,19.0,0.0,18.0,0.0,1475.65,0.5,439.577,37.0
74106,50.0,4.0,16.0,3.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,0.0,97.0,195.23,40.0,50.0,0.0,0.0,0.0,1139.35,0.5,339.397,50.0
74110,50.0,4.0,16.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,102.0,195.23,50.0,12.5,0.0,12.5,0.0,885.75,0.5,263.854,25.0
74127,50.0,4.0,16.0,4.0,4.0,6.0,1.0,1.0,4.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,38.0,195.18,25.0,15.0,0.0,10.0,0.0,509.89,0.25,92.455,25.0
74132,50.0,4.0,16.0,4.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,54.0,195.18,95.0,40.0,0.0,45.0,0.0,3819.61,2.5,692.58,85.0
74162,50.0,4.0,16.0,4.0,4.0,6.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,14.0,0.0,94.0,195.18,6.0,4.0,0.0,4.0,0.0,141.43,4.0,25.644,8.0
74183,50.0,4.0,16.0,4.0,4.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,158.0,195.18,50.0,25.0,0.0,25.0,0.0,2751.36,1.5,498.883,50.0
74189,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,4.0,185.56,100.0,0.0,0.0,0.0,0.0,3434.5,1.0,837.751,0.0
74191,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,8.0,185.56,50.0,40.0,0.0,40.0,0.0,2671.5,2.0,651.638,80.0
74192,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,8.0,185.56,60.0,25.0,0.0,25.0,0.0,2665.5,2.0,650.175,50.0
74194,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,8.0,185.56,100.0,60.0,0.0,60.0,0.0,2454.5,2.0,598.707,120.0
74198,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,4.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,12.0,185.56,50.0,35.0,0.0,35.0,0.0,3429.0,1.0,836.408,70.0
74200,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,12.0,185.56,75.0,50.0,0.0,50.0,0.0,4014.0,3.0,979.102,100.0
74204,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,24.0,185.56,60.0,50.0,0.0,50.0,0.0,2176.0,2.0,530.774,100.0
74205,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,24.0,185.56,40.0,50.0,0.0,50.0,0.0,1734.0,1.0,422.96,100.0
74207,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,28.0,185.56,75.0,37.5,0.0,37.5,0.0,3882.5,1.5,947.027,75.0
74217,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,32.0,185.56,50.0,25.0,0.0,25.0,0.0,1728.5,1.0,421.62,50.0
74219,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,185.56,50.0,50.0,0.0,50.0,0.0,2668.0,2.0,650.783,100.0
74220,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,185.56,50.0,50.0,0.0,50.0,0.0,2565.5,2.0,625.782,100.0
74225,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,40.0,185.56,60.0,50.0,0.0,50.0,0.0,2041.5,2.0,497.967,100.0
74226,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,44.0,185.56,50.0,25.0,0.0,25.0,0.0,2126.0,2.0,518.578,50.0
74227,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,44.0,185.56,25.0,12.5,0.0,12.5,0.0,1910.0,1.5,465.891,25.0
74229,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,44.0,185.56,50.0,25.0,0.0,25.0,0.0,1666.0,1.5,406.374,50.0
74230,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,48.0,185.56,70.0,50.0,0.0,50.0,0.0,1407.0,1.0,343.198,100.0
74231,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,48.0,185.56,20.0,12.5,0.0,12.5,0.0,2994.5,1.5,730.425,25.0
74232,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,48.0,185.56,50.0,25.0,0.0,25.0,0.0,1606.5,1.0,391.861,50.0
74233,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,48.0,185.56,50.0,30.0,0.0,30.0,0.0,2685.5,2.0,655.053,60.0
74240,50.0,4.0,16.0,4.0,10.0,4.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,56.0,185.56,25.0,25.0,0.0,25.0,0.0,1575.5,1.5,384.3,50.0
74241,50.0,4.0,16.0,4.0,10.0,4.0,2.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,56.0,185.56,30.0,30.0,0.0,30.0,0.0,2994.5,2.0,730.425,60.0
74243,50.0,4.0,16.0,4.0,10.0,4.0,2.0,1.0,6.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,56.0,185.56,40.0,25.0,0.0,25.0,0.0,1836.0,1.0,447.84,50.0
74244,50.0,4.0,16.0,4.0,10.0,4.0,2.0,1.0,8.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,56.0,185.56,30.0,25.0,0.0,25.0,0.0,2517.0,2.0,613.951,50.0
74246,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,60.0,185.56,50.0,20.0,0.0,20.0,0.0,2563.0,2.5,625.172,40.0
74249,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,60.0,185.56,40.0,63.0,0.0,25.0,0.0,1952.5,2.0,476.258,88.0
74250,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,5.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,60.0,185.56,25.0,63.0,0.0,25.0,0.0,1039.0,1.0,253.435,88.0
74251,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,72.0,185.56,50.0,50.0,0.0,50.0,0.0,5674.52,6.0,1384.14,100.0
74252,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,72.0,185.56,50.0,50.0,0.0,50.0,0.0,2410.5,3.0,587.975,100.0
74254,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,72.0,185.56,50.0,25.0,0.0,25.0,0.0,4305.5,5.0,1050.206,50.0
74255,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,185.56,100.0,60.0,0.0,60.0,0.0,5380.0,3.0,1312.299,120.0
74257,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,185.56,70.0,40.0,0.0,40.0,0.0,2838.0,3.0,692.25,80.0
74260,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,185.56,50.0,25.0,0.0,25.0,0.0,2129.05,2.0,519.322,50.0
74261,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,185.56,60.0,50.0,0.0,50.0,0.0,4308.3,3.0,1050.889,100.0
74262,50.0,4.0,16.0,4.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,80.0,185.56,100.0,50.0,0.0,50.0,0.0,4204.8,3.0,1025.642,100.0
74264,50.0,4.0,16.0,4.0,13.0,7.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,11.0,123.37,300.0,75.0,0.0,75.0,0.0,3483.2,1.5,1075.194,150.0
74266,50.0,4.0,16.0,4.0,13.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,15.0,123.37,90.0,62.5,0.0,0.0,62.5,3715.9,1.4,1147.024,125.0
74270,50.0,4.0,16.0,4.0,13.0,7.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,31.0,123.37,50.0,25.0,0.0,25.0,0.0,4265.39,2.0,1316.64,50.0
74272,50.0,4.0,16.0,4.0,13.0,7.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,41.0,123.37,90.0,45.0,0.0,0.0,45.0,3198.72,1.5,987.38,90.0
74274,50.0,4.0,16.0,4.0,13.0,7.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,44.0,123.37,80.0,25.0,0.0,25.0,0.0,3138.3,2.0,968.73,50.0
