,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
62847,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,5.0,744.77,1.565,0.0,0.0,0.0,0.0,1.7379636249456547,22881.0,0.022881,228.81,1369.1838170877845,1380.4153842809528,1.0,54380.0,0.5438,54.38,1.0
62849,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,28.0,1.0,0.0,12.0,744.77,0.265,0.0,0.0,0.0,0.0,1.7379636249456547,15658.0,0.015658,156.58,1369.1838170877845,1380.4153842809528,1.0,37214.0,0.37214,37.214,1.0
62850,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,12.0,744.77,50.0,0.0,0.0,0.0,0.0,1.7379636249456547,285179.0,0.285179,2851.79,1369.1838170877845,1380.4153842809528,2.5,677777.0,6.77777,677.777,1.0
62852,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,12.0,744.77,2.385,0.0,0.0,0.0,0.0,1.7379636249456547,78445.0,0.078445,784.45,1369.1838170877845,1380.4153842809528,0.5,186437.0,1.86437,186.437,1.0
62853,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,19.0,744.77,50.0,0.0,0.0,0.0,0.0,1.7379636249456547,504635.0,0.504635,5046.35,1369.1838170877845,1380.4153842809528,4.0,1199352.0,11.99352,1199.352,1.0
62854,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,28.0,1.0,0.0,19.0,744.77,0.265,0.0,0.0,0.0,0.0,1.7379636249456547,15141.0,0.015141,151.41,1369.1838170877845,1380.4153842809528,1.0,35985.0,0.35985,35.985,1.0
62857,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,26.0,744.77,25.0,0.0,0.0,0.0,0.0,1.7379636249456547,170683.0,0.170683,1706.83,1369.1838170877845,1380.4153842809528,1.5,405657.0,4.05657,405.657,1.0
62858,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,33.0,744.77,6.275,0.0,0.0,0.0,0.0,1.7379636249456547,72781.0,0.072781,727.81,1369.1838170877845,1380.4153842809528,3.0,172976.0,1.72976,172.976,1.0
62859,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,33.0,744.77,3.71,0.0,0.0,0.0,0.0,1.7379636249456547,23144.0,0.023144,231.44,1369.1838170877845,1380.4153842809528,1.0,55006.0,0.55006,55.006,1.0
62861,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,33.0,744.77,3.715,0.0,0.0,0.0,0.0,1.7379636249456547,43970.0,0.04397,439.7,1369.1838170877845,1380.4153842809528,2.0,104502.0,1.04502,104.502,1.0
62862,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,95.0,19.0,1.0,0.0,33.0,744.77,3.71,0.0,0.0,0.0,0.0,1.7379636249456547,40527.0,0.040527,405.27,1369.1838170877845,1380.4153842809528,2.0,96319.0,0.96319,96.319,1.0
62865,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,744.77,3.71,0.0,0.0,0.0,0.0,1.7379636249456547,106159.0,0.106159,1061.59,1369.1838170877845,1380.4153842809528,1.0,252306.0,2.52306,252.306,1.0
62866,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,40.0,744.77,25.0,0.0,0.0,0.0,0.0,1.7379636249456547,233699.0,0.233699,2336.99,1369.1838170877845,1380.4153842809528,2.0,555425.0,5.55425,555.425,1.0
62868,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,47.0,744.77,30.87,0.0,0.0,0.0,0.0,1.7379636249456547,254924.0,0.254924,2549.24,1369.1838170877845,1380.4153842809528,2.0,605870.0,6.0587,605.87,1.0
62871,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,55.0,744.77,20.0,0.0,0.0,0.0,0.0,1.7379636249456547,103840.0,0.10384,1038.4,1369.1838170877845,1380.4153842809528,1.0,246794.0,2.46794,246.794,1.0
62872,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,62.0,744.77,5.565,0.0,0.0,0.0,0.0,1.7379636249456547,57447.0,0.057447,574.47,1369.1838170877845,1380.4153842809528,3.0,136532.0,1.36532,136.532,1.0
62873,50.0,7.0,10.0,13.0,10.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,69.0,744.77,50.0,0.0,0.0,0.0,0.0,1.7379636249456547,311522.0,0.311522,3115.22,1369.1838170877845,1380.4153842809528,3.0,740385.0,7.40385,740.385,1.0
62875,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,76.0,744.77,7.4,0.0,0.0,0.0,0.0,1.7379636249456547,101360.0,0.10136,1013.6,1369.1838170877845,1380.4153842809528,1.0,240899.0,2.40899,240.899,1.0
62878,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,83.0,744.77,2.465,0.0,0.0,0.0,0.0,1.7379636249456547,106715.0,0.106715,1067.15,1369.1838170877845,1380.4153842809528,7.0,253627.0,2.53627,253.627,1.0
62879,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,90.0,744.77,40.0,0.0,0.0,0.0,0.0,1.7379636249456547,322700.0,0.3227,3227.0,1369.1838170877845,1380.4153842809528,3.0,766952.0,7.66952,766.952,1.0
62880,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,90.0,744.77,2.115,0.0,0.0,0.0,0.0,1.7379636249456547,35737.0,0.035737,357.37,1369.1838170877845,1380.4153842809528,3.0,84935.0,0.84935,84.935,1.0
62881,50.0,7.0,10.0,13.0,10.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,97.0,744.77,0.265,0.0,0.0,0.0,0.0,1.7379636249456547,14247.0,0.014247,142.47,1369.1838170877845,1380.4153842809528,1.0,33860.0,0.3386,33.86,1.0
62882,50.0,7.0,10.0,13.0,10.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,97.0,744.77,40.0,0.0,0.0,0.0,0.0,1.7379636249456547,310658.0,0.310658,3106.58,1369.1838170877845,1380.4153842809528,3.0,738332.0,7.38332,738.332,1.0
62883,50.0,7.0,10.0,13.0,10.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,97.0,744.77,11.13,0.0,0.0,0.0,0.0,1.7379636249456547,107309.0,0.107309,1073.09,1369.1838170877845,1380.4153842809528,1.0,255039.0,2.55039,255.039,0.0
62884,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,104.0,744.77,1.71,0.0,0.0,0.0,0.0,1.7379636249456547,13175.0,0.013175,131.75,1369.1838170877845,1380.4153842809528,10.0,31313.0,0.31313,31.313,1.0
62885,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,104.0,744.77,3.42,0.0,0.0,0.0,0.0,1.7379636249456547,53558.0,0.053558,535.58,1369.1838170877845,1380.4153842809528,3.0,127290.0,1.2729,127.29,1.0
62886,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,104.0,744.77,25.0,0.0,0.0,0.0,0.0,1.7379636249456547,99036.0,0.099036,990.36,1369.1838170877845,1380.4153842809528,1.0,235377.0,2.35377,235.377,1.0
62887,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,111.0,744.77,4.36,0.0,0.0,0.0,0.0,1.7379636249456547,69067.0,0.069067,690.67,1369.1838170877845,1380.4153842809528,4.0,164150.0,1.6415,164.15,1.0
62888,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,118.0,744.77,5.71,0.0,0.0,0.0,0.0,1.7379636249456547,102444.0,0.102444,1024.44,1369.1838170877845,1380.4153842809528,5.0,243476.0,2.43476,243.476,1.0
62889,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,118.0,744.77,0.53,0.0,0.0,0.0,0.0,1.7379636249456547,11246.0,0.011246,112.46,1369.1838170877845,1380.4153842809528,0.75,26728.0,0.26728,26.728,1.0
62890,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,28.0,1.0,0.0,125.0,744.77,0.215,0.0,0.0,0.0,0.0,2.34,10638.0,0.010638,106.38,44.08,106.38,1.0,25283.0,0.25283,25.283,1.0
62891,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,125.0,744.77,14.0,0.0,0.0,0.0,0.0,1.7379636249456547,33627.0,0.033627,336.27,1369.1838170877845,1380.4153842809528,2.0,79920.0,0.7992,79.92,1.0
62892,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,132.0,744.77,20.1,0.0,0.0,0.0,0.0,1.7379636249456547,147684.0,0.147684,1476.84,1369.1838170877845,1380.4153842809528,1.5,350997.0,3.50997,350.997,1.0
62894,50.0,7.0,10.0,13.0,10.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,132.0,744.77,3.725,0.0,0.0,0.0,0.0,1.7379636249456547,39971.0,0.039971,399.71,1369.1838170877845,1380.4153842809528,2.0,94998.0,0.94998,94.998,1.0
62896,50.0,7.0,10.0,13.0,10.0,5.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,139.0,744.77,40.0,0.0,0.0,0.0,0.0,1.7379636249456547,357734.0,0.357734,3577.34,1369.1838170877845,1380.4153842809528,3.5,850217.0,8.50217,850.217,1.0
62899,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,4.0,703.1,2.0,0.0,0.0,0.0,0.0,0.66,13471.0,0.013471,134.71,136.44,136.44,1.0,42969.0,0.42969,42.969,1.0
62900,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,11.0,703.1,1.0,0.0,0.0,0.0,0.0,0.69,17115.0,0.017115,171.15,173.05,173.35,1.5,54593.0,0.54593,54.593,1.0
62902,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,11.0,703.1,0.7,0.32,0.0,0.32,0.0,0.63,13584.0,0.013584,135.84,137.59,137.59,1.5,43329.0,0.43329,43.329,1.6400000000000001
62903,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,18.0,703.1,25.0,3.0,0.0,3.0,0.0,0.62,257636.0,0.257636,2576.36,2609.5,2609.5,15.0,821792.0,8.21792,821.792,7.0
62906,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,18.0,703.1,11.0,5.0,0.0,5.0,0.0,0.52,116337.0,0.116337,1163.37,1178.33,1178.33,5.0,371084.0,3.71084,371.084,11.0
62908,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,18.0,703.1,6.0,0.0,0.0,0.0,0.0,1.01,59333.0,0.059333,593.33,600.96,600.96,3.0,189257.0,1.89257,189.257,1.0
62911,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,28.0,1.0,0.0,25.0,703.1,0.235,0.0,0.0,0.0,0.0,1.64,8825.0,0.008825,88.25,89.39,89.39,1.0,28149.0,0.28149,28.149,1.0
62913,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,25.0,703.1,8.0,0.0,0.0,0.0,0.0,0.96,148586.0,0.148586,1485.86,1504.16,1504.97,2.0,473951.0,4.73951,473.951,1.0
62916,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,32.0,703.1,4.5,0.0,0.0,0.0,0.0,2.41,22057.0,0.022057,220.57,223.41,223.41,2.0,70356.0,0.70356,70.356,1.0
62917,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,32.0,703.1,45.0,13.0,0.0,13.0,0.0,0.16,283811.0,0.283811,2838.11,2874.62,2874.62,16.0,905284.0,9.05284,905.284,27.0
62921,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,32.0,703.1,2.5,1.0,0.0,1.0,0.0,0.19,22246.0,0.022246,222.46,225.32,225.32,1.5,70959.0,0.70959,70.959,3.0
62925,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,80.0,19.0,1.0,0.0,46.0,703.1,3.0,2.5,0.0,2.5,0.0,0.55,15412.0,0.015412,154.12,156.1,156.1,1.0,49160.0,0.4916,49.16,6.0
62926,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,46.0,703.1,18.0,14.0,0.0,14.0,0.0,1.33,101431.0,0.101431,1014.31,1027.36,1027.36,4.0,323539.0,3.23539,323.539,29.0
62928,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,46.0,703.1,5.0,0.0,0.0,0.0,0.0,0.91,51317.0,0.051317,513.17,519.77,519.77,3.0,163689.0,1.63689,163.689,1.0
62932,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,28.0,1.0,0.0,60.0,703.1,1.5,0.64,0.0,0.64,0.0,1.18,7477.0,0.007477,74.77,75.73,75.73,3.3,23850.0,0.2385,23.85,2.2800000000000002
62935,50.0,7.0,10.0,13.0,18.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,67.0,703.1,1.2,0.0,0.0,0.0,0.0,0.3,32321.0,0.032321,323.21,327.45,327.37,2.5,103096.0,1.03096,103.096,1.0
62937,50.0,7.0,10.0,13.0,18.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,67.0,703.1,5.802,0.0,0.0,0.0,0.0,2.91,191668.0,0.191668,1916.68,2017.55,1941.33,8.5,611372.0,6.11372,611.372,1.0
62939,50.0,7.0,10.0,13.0,18.0,5.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,67.0,703.1,1.5,0.0,0.0,0.0,0.0,0.36,70782.0,0.070782,707.82,716.92,716.92,3.0,225776.0,2.25776,225.776,1.0
62940,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,74.0,703.1,10.0,0.0,0.0,0.0,0.0,1.17,162499.0,0.162499,1624.99,1645.89,1645.89,8.5,518330.0,5.1833,518.33,1.0
62942,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,74.0,703.1,6.0,1.5,0.0,1.5,0.0,1.88,45695.0,0.045695,456.95,462.83,462.83,2.5,145756.0,1.45756,145.756,4.0
62943,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,74.0,703.1,1.5,0.0,0.0,0.0,0.0,2.19,8865.0,0.008865,88.65,89.79,89.79,3.5,28278.0,0.28278,28.278,1.0
62946,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,81.0,703.1,1.5,0.0,0.0,0.0,0.0,0.82,17067.0,0.017067,170.67,172.87,172.87,1.0,54440.0,0.5444,54.44,1.0
62952,50.0,7.0,10.0,13.0,18.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,19.0,1.0,0.0,95.0,703.1,2.0,0.0,0.0,0.0,0.0,1.38,40677.0,0.040677,406.77,412.0,412.0,2.0,129749.0,1.29749,129.749,1.0
