,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
61878,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,63.0,53.65,30.05,0.0,0.0,0.0,1.94,180563.0,1805.63,1805.63,220.287,0.0
61887,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,80.0,1.0,73.0,53.65,5.0,0.0,0.0,0.0,2.09,23407.0,234.07,234.07,28.557,0.0
61898,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,88.0,53.65,51.0,0.0,0.0,0.0,1.21,336428.0,3364.28,3364.28,410.442,0.0
61900,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,2.0,4.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,88.0,53.65,1.45,0.0,0.0,0.0,2.31,8499.0,84.99,84.99,10.369,0.0
61911,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,1.0,9.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,1.0,103.0,53.65,17.0,0.0,0.0,0.0,1.42,108749.0,1087.49,1087.49,132.674,0.0
61915,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,108.0,53.65,2.9,0.0,0.64,0.0,1.81,14472.0,144.72,144.72,17.656,0.64
61922,50.0,7.0,12.0,1.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,118.0,53.65,6.96,0.0,4.8,0.0,0.98,57493.0,574.93,574.93,70.141,4.8
61943,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,6.0,45.63,43.0,0.0,0.0,0.0,2.05,321059.0,3210.59,3210.59,516.905,0.0
61958,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,80.0,1.0,48.0,45.63,4.025,0.0,0.0,0.0,1.25,15326.0,153.26,153.26,24.675,0.0
61969,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,69.0,45.63,1.0,0.0,0.16,0.0,0.53,8000.0,80.0,80.0,12.88,0.16
61970,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,69.0,45.63,17.5,0.0,25.0,0.0,0.83,72714.0,727.14,727.14,117.07,25.0
61971,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,5.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,69.0,45.63,51.0,0.0,0.0,0.0,1.06,273457.0,2734.57,2734.57,440.266,0.0
61979,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,83.0,45.63,51.0,0.0,25.0,0.0,2.68,446720.0,4467.21,4467.2,719.219,25.0
61989,50.0,7.0,12.0,1.0,12.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,83.0,45.63,51.0,0.0,25.0,0.0,0.68,385635.0,3856.35,3856.35,620.872,25.0
61990,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,90.0,45.63,34.0,0.0,40.0,0.0,0.99,290929.0,2909.29,2909.29,468.396,40.0
61992,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,45.63,68.0,0.0,0.0,0.0,1.79,473325.0,4733.25,4733.25,762.053,0.0
61996,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,90.0,45.63,51.0,0.0,50.0,0.0,0.33,280261.0,2802.61,2802.61,451.22,50.0
61998,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,104.0,45.63,34.0,0.0,0.0,0.0,0.7,156928.0,1569.28,1569.28,252.654,0.0
62007,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,125.0,45.63,34.0,0.0,4.025,0.0,0.5,210799.0,2107.99,2107.99,339.386,4.025
62010,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,125.0,45.63,100.23975722745665,0.0,0.0,0.0,1.65,293083.0,2930.4,2930.83,471.864,0.0
62015,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,132.0,45.63,25.0,0.0,6.4,0.0,0.41,199873.0,1998.73,1998.73,321.796,6.4
62016,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,132.0,45.63,17.0,0.0,9.6,0.0,1.99,117717.0,1177.17,1177.17,189.524,9.6
62018,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,153.0,45.63,7.25,0.0,0.0,0.0,1.08,14675.0,146.75,146.75,23.627,0.0
62021,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,11.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,153.0,45.63,17.0,0.0,0.0,0.0,1.23,58173.0,581.73,581.73,93.659,0.0
62029,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,167.0,45.63,42.5,0.0,0.0,0.0,0.33,226884.0,2268.84,2268.84,365.283,0.0
62034,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,174.0,45.63,100.23975722745665,0.0,0.0,0.0,0.7,156189.0,1561.89,1561.89,251.464,0.0
62046,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,209.0,45.63,100.23975722745665,0.0,25.0,0.0,0.38,199210.0,1992.1,1992.1,320.728,25.0
62049,50.0,7.0,12.0,1.0,12.0,3.0,1.0,1.0,8.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,209.0,45.63,17.0,0.0,25.0,0.0,0.46,151496.0,1514.96,1514.96,243.909,25.0
62060,50.0,7.0,12.0,1.0,12.0,4.0,2.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,51.04,21.0,0.0,0.0,0.0,0.6,208383.0,2083.83,2083.83,354.251,0.0
62067,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,71.0,51.04,42.0,0.0,0.0,0.0,2.21,261539.0,2615.39,2615.39,444.616,0.0
62072,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,81.0,51.04,42.0,0.0,0.0,0.0,1.46,147804.0,1478.04,1478.04,251.267,0.0
62077,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,86.0,51.04,63.0,0.0,0.0,0.0,0.37,322853.0,3228.53,3228.53,548.85,0.0
62081,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,96.0,51.04,4.2,0.0,1.6,0.0,1.27,12206.0,122.06,122.06,20.75,1.6
62083,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,1.0,30.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,96.0,51.04,0.35,0.0,0.16,0.0,1.91,7077.0,70.77,70.77,12.031,0.16
62086,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,96.0,51.04,26.25,0.0,20.8,0.0,1.03,107969.0,1079.69,1079.69,183.547,20.8
62091,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,1.0,14.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,101.0,51.04,3.5,0.0,0.0,0.0,2.36,30160.0,301.6,301.6,51.272,0.0
62096,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,51.04,10.5,0.0,0.0,0.0,0.62,250557.0,2505.57,2505.57,425.947,0.0
62098,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,51.04,10.5,0.0,0.0,0.0,2.11,107104.0,1071.04,1071.04,182.077,0.0
62108,50.0,7.0,12.0,1.0,12.0,4.0,2.0,1.0,1.0,11.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,116.0,51.04,1.75,0.0,0.96,0.0,1.28,40489.0,404.89,404.89,68.831,0.96
62111,50.0,7.0,12.0,1.0,12.0,4.0,2.0,1.0,1.0,21.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,116.0,51.04,0.35,0.0,0.32,0.0,0.74,5061.0,50.61,50.61,8.604,0.32
62123,50.0,7.0,12.0,1.0,12.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,146.0,51.04,4.2,0.0,0.0,0.0,1.4,39084.0,390.84,390.84,66.443,0.0
62134,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,12.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,6.0,43.94,100.23975722745665,0.0,0.0,0.0,0.54,233477.0,2334.77,2334.77,214.799,0.0
62137,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,16.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,6.0,43.94,100.23975722745665,0.0,0.0,0.0,0.71,248245.0,2482.45,2482.45,228.385,0.0
62141,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,100.0,1.0,6.0,43.94,34.0,0.0,25.9,0.0,1.03,309838.0,3098.38,3098.38,285.051,25.9
62143,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,6.0,43.94,34.6,0.0,0.0,0.0,2.15,189904.0,1899.04,1899.04,174.712,0.0
62146,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,12.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,18.0,43.94,100.23975722745665,0.0,0.0,0.0,2.48,384613.0,4211.59,3846.13,353.844,0.0
62150,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,17.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,18.0,43.94,17.0,0.0,0.0,0.0,0.68,174266.0,1742.66,1742.66,160.325,0.0
62153,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,21.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,43.94,9.31,0.0,0.0,0.0,4.07,28940.0,1185.3746742546282,289.4,26.625,0.0
62154,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,23.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,18.0,43.94,8.31,0.0,25.0,0.0,0.06,35448.0,354.48,354.48,32.612,25.0
62159,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,36.0,43.94,17.31,0.0,0.0,0.0,1.72,52192.0,521.92,521.92,48.017,0.0
62161,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,42.0,43.94,17.0,0.0,0.0,0.0,0.52,167175.0,1669.66,1671.75,153.801,0.0
62170,50.0,7.0,12.0,1.0,18.0,2.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,54.0,43.94,17.0,0.0,0.0,0.0,1.33,82840.0,828.4,828.4,76.213,0.0
62171,50.0,7.0,12.0,1.0,18.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,54.0,43.94,34.0,0.0,0.0,0.0,0.76,153838.0,1538.37,1538.38,141.531,0.0
62173,50.0,7.0,12.0,1.0,18.0,2.0,2.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,54.0,43.94,21.5,0.0,12.75,0.0,0.49,175163.0,1751.63,1751.63,161.15,12.75
62187,50.0,7.0,12.0,1.0,18.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,60.0,43.94,42.5,0.0,25.0,0.0,1.23,311867.0,3118.67,3118.67,286.918,25.0
62189,50.0,7.0,12.0,1.0,18.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,43.94,25.05,0.0,0.0,0.0,0.53,135676.0,1356.76,1356.76,124.822,0.0
62196,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,78.0,43.94,38.65,0.0,0.0,0.0,0.15,226828.0,2268.28,2268.28,208.682,0.0
62197,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,43.94,51.0,0.0,0.0,0.0,0.92,378196.0,3781.96,3781.96,347.94,0.0
62204,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,96.0,43.94,100.23975722745665,0.0,0.0,0.0,1.04,143729.0,1437.29,1437.29,132.231,0.0
62205,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,96.0,43.94,100.23975722745665,0.0,0.0,0.0,1.04,186359.0,1863.59,1863.59,171.45,0.0
62217,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,43.94,51.0,0.0,0.0,0.0,0.83,335145.0,3351.45,3351.45,308.333,0.0
62225,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,43.94,59.5,0.0,0.0,0.0,1.75,301299.0,3012.99,3012.99,277.195,0.0
62226,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,43.94,6.31,0.0,0.0,0.0,1.15,76559.0,765.59,765.59,70.434,0.0
62235,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,144.0,43.94,8.05,0.0,0.0,0.0,1.02,64443.0,644.43,644.43,59.288,0.0
62240,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,150.0,43.94,34.0,0.0,0.0,0.0,0.26,157184.0,1572.95,1571.84,144.609,0.0
62251,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,168.0,43.94,17.28,0.0,0.0,0.0,0.75,162920.0,1629.2,1629.2,149.886,0.0
62254,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,168.0,43.94,28.95,0.0,0.0,0.0,0.57,381478.0,3814.78,3814.78,350.96,0.0
62262,50.0,7.0,12.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,100.0,1.0,180.0,43.94,42.5,0.0,50.0,0.0,0.74,360364.0,3603.64,3603.64,331.535,50.0
62271,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,2.0,54.74,51.0,0.0,0.0,0.0,2.26,307807.0,3070.69,3078.07,326.275,0.0
62275,50.0,7.0,12.0,1.0,19.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,14.0,54.74,34.0,0.0,12.8,0.0,3.29,165339.0,1635.39,1653.39,175.259,12.8
62279,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,20.0,54.74,22.8,0.0,0.0,0.0,0.51,182694.0,1826.94,1826.94,193.656,0.0
62287,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,32.0,54.74,51.0,0.0,0.0,0.0,1.99,391888.0,3918.88,3918.88,415.401,0.0
62297,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,4.0,4.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,38.0,54.74,11.6,0.0,0.0,0.0,1.29,93542.0,935.42,935.42,99.155,0.0
62301,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,1.0,9.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,70.0,1.0,50.0,54.74,5.8,0.0,1.6,0.0,2.41,32471.0,324.71,324.71,34.419,1.6
62309,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,56.0,54.74,34.0,0.0,0.0,0.0,0.3,243233.0,2436.36,2432.33,257.827,0.0
62330,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,92.0,54.74,8.5,0.0,0.0,0.0,0.58,77648.0,776.48,776.48,82.307,0.0
62338,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,1.0,16.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,110.0,54.74,7.83,0.0,0.0,0.0,0.91,291010.0,2910.71,2910.1,308.471,0.0
62346,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,122.0,54.74,25.5,0.0,25.0,0.0,0.29,246169.0,2461.69,2461.69,260.939,25.0
62357,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,4.0,5.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,140.0,54.74,0.87,0.0,0.0,0.0,1.14,11788.0,117.88,117.88,12.495,0.0
62358,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,140.0,54.74,34.0,0.0,0.0,0.0,3.5,355087.0,3550.87,3550.87,376.392,0.0
62361,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,146.0,54.74,8.7,0.0,0.0,0.0,2.02,97019.0,971.63,970.19,102.84,0.0
62363,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,158.0,54.74,0.58,0.0,0.0,0.0,0.56,5955.0,59.55,59.55,6.312,0.0
62368,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,158.0,54.74,17.0,0.0,0.0,0.0,0.83,188458.0,1884.58,1884.58,199.765,0.0
62377,50.0,7.0,12.0,1.0,19.0,2.0,1.0,1.0,1.0,14.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,164.0,54.74,34.0,0.0,0.0,0.0,1.08,184396.0,1843.96,1843.96,195.46,0.0
