,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,Soil Erosion,Measure taken to soil erosion,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Utilization,Household Id,Sampling Weight,Weight of Non-improved Seed,Closure Error,Enumerator Area in sqm,Computed Area in sqm,Area in Square meter,Production Of Condition in Kg
96558,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,59.0,154.78,24.8,3.17,1080.07,1080.07,1080.0700000000002,3164.61
96559,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,59.0,154.78,12.4,0.27,898.39,898.39,898.39,2632.28
96573,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,79.0,154.78,102.4,1.16,3503.8,3503.8,3503.8,10266.13
96578,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,154.78,8.25,1.36,566.77,566.77,566.77,1660.64
96579,4.0,19.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,89.0,154.78,148.8,2.7,5172.23,5172.23,5172.23,15154.630000000001
96582,4.0,19.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,154.78,5.3,0.96,339.78,339.78,339.78000000000003,995.5600000000001
96585,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,94.0,154.78,12.4,1.79,812.83,812.83,812.8299999999999,2381.59
96594,4.0,19.0,8.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,109.0,154.78,112.0,0.38,2388.23,2388.23,2388.23,6997.51
96602,4.0,19.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,154.78,8.27,3.72,582.06,582.06,582.0600000000001,1705.44
96603,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,124.0,154.78,12.4,2.66,683.88,683.88,683.88,2003.77
96610,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,134.0,154.78,27.2,2.68,1370.39,1439.42,1370.3899999999999,4015.24
96611,4.0,19.0,8.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,134.0,154.78,2.25,1.38,348.16,348.16,348.16,1020.11
96615,4.0,19.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,139.0,154.78,50.2,1.12,1859.95,1946.82,1859.95,5449.65
96623,4.0,19.0,8.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,149.0,154.78,51.2,0.76,2397.6,2397.6,2397.6,7024.97
96628,4.0,19.0,8.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,158.8,100.0,0.39,4053.47,4053.47,4053.4700000000003,7701.59
96632,4.0,19.0,8.0,7.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,11.0,158.8,23.76,1.03,1266.72,1266.72,1266.72,2406.77
96634,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,11.0,158.8,59.4,0.69,3966.76,3950.56,3966.7599999999998,7536.839999999999
96638,4.0,19.0,8.0,7.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,16.0,158.8,102.4,1.04,2893.76,2893.76,2893.76,5498.14
96641,4.0,19.0,8.0,7.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,26.0,158.8,22.275,1.39,1308.55,1301.95,1308.55,2486.25
96647,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,100.0,1.0,41.0,158.8,39.6,0.55,5436.05,5436.05,5436.05,10328.5
96650,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,46.0,158.8,100.0,0.52,4061.18,4061.18,4061.18,7716.240000000001
96652,4.0,19.0,8.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,56.0,158.8,26.4,2.92,576.57,570.49,576.57,1095.48
96657,4.0,19.0,8.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,71.0,158.8,130.0,0.77,2852.08,2835.79,2852.0800000000004,5418.95
96676,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,91.0,158.8,6.06,0.52,732.24,732.24,732.24,1391.26
96677,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,91.0,158.8,100.0,0.92,3828.4,3828.4,3828.4,7273.959999999999
96690,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,117.0,158.8,67.5,2.68,2936.55,2936.55,2936.55,5579.45
96694,4.0,19.0,8.0,7.0,3.0,2.0,1.0,1.0,12.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,100.0,1.0,122.0,158.8,6.6,0.25,268.21,268.21,268.21000000000004,509.6
96695,4.0,19.0,8.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,122.0,158.8,59.4,0.42,2439.86,2439.86,2439.86,4635.7300000000005
96699,4.0,19.0,8.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,132.0,158.8,52.8,1.14,1731.05,1731.05,1731.0500000000002,3289.0
96706,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,137.0,158.8,160.0,1.31,4151.92,4164.48,4151.92,7888.65
96710,4.0,19.0,8.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,148.0,158.8,79.2,0.22,3243.44,3243.44,3243.44,6162.54
96721,4.0,19.0,8.0,14.0,2.0,1.0,1.0,8.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,22.0,155.42,60.0,2.11,2834.79,2834.79,2834.79,4847.49
96724,4.0,19.0,8.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,34.0,155.42,24.0,0.65,1827.09,1827.09,1827.0900000000001,3124.32
96727,4.0,19.0,8.0,14.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,34.0,155.42,60.0,0.55,3867.58,3867.58,3867.58,6613.5599999999995
96731,4.0,19.0,8.0,14.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,40.0,155.42,48.0,0.85,2208.26,2208.26,2208.2599999999998,3776.1200000000003
96735,4.0,19.0,8.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,52.0,155.42,48.0,0.16,2113.77,2113.49,2113.77,3614.5499999999997
96740,4.0,19.0,8.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,58.0,155.42,48.0,3.34,2101.41,2101.41,2101.41,3593.41
96746,4.0,19.0,8.0,14.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,155.42,36.0,0.67,1737.89,1737.89,1737.89,2971.79
96747,4.0,19.0,8.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,70.0,155.42,72.0,0.95,4777.03,4777.03,4777.03,8168.72
96750,4.0,19.0,8.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,76.0,155.42,48.0,1.8,1827.7,1827.7,1827.6999999999998,3125.37
96760,4.0,19.0,8.0,14.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,155.42,120.0,1.09,3899.59,3899.59,3899.59,6668.300000000001
96766,4.0,19.0,8.0,14.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,106.0,155.42,96.0,2.59,3929.24,3929.24,3929.24,6719.0
96775,4.0,19.0,8.0,14.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,124.0,155.42,96.0,1.05,4987.36,4987.36,4987.36,8528.39
96780,4.0,19.0,8.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,130.0,155.42,72.2,3.38,2519.34,2519.34,2519.3399999999997,4308.07
96792,4.0,19.0,8.0,14.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,160.0,155.42,96.0,3.29,5634.65,5634.65,5634.65,9635.25
96800,4.0,19.0,8.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,155.42,36.0,1.44,2180.89,2180.89,2180.89,3729.3199999999997
96803,4.0,19.0,8.0,14.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,178.0,155.42,36.0,0.65,2632.07,2632.07,2632.07,4500.84
96804,4.0,19.0,8.0,14.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,178.0,155.42,60.0,0.44,1634.23,1634.23,1634.23,2794.5299999999997
96811,4.0,19.0,8.0,19.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,3.0,154.17,36.0,0.99,2248.08,2248.08,2248.08,3754.2900000000004
96828,4.0,19.0,8.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,39.0,154.17,6.0,1.01,382.45,382.45,382.45,638.6899999999999
96851,4.0,19.0,8.0,19.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,100.0,1.0,111.0,154.17,30.0,1.05,1794.34,1794.34,1794.3400000000001,2996.5499999999997
96855,4.0,19.0,8.0,19.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,123.0,154.17,18.0,1.04,1643.57,1643.57,1643.57,2744.76
96864,4.0,19.0,8.0,19.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,147.0,154.17,24.0,0.94,1456.66,1456.66,1456.6599999999999,2432.62
96867,4.0,19.0,8.0,19.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,160.0,154.17,12.0,1.9,961.61,961.61,961.61,1605.89
96878,4.0,19.0,8.0,19.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,166.0,154.17,23.7,1.5,4248.21,4248.21,4248.21,7094.509999999999
96882,4.0,19.0,8.0,19.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,181.0,154.17,18.0,1.07,1430.51,1430.51,1430.5100000000002,2388.9500000000003
96903,4.0,19.0,9.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,38.0,158.32,0.87,2.86,126.38,126.38,126.38,112.48
96942,4.0,19.0,9.0,5.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,158.32,8.4,1.01,714.1,714.1,714.1,635.5500000000001
96944,4.0,19.0,9.0,5.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,158.32,5.6,1.49,314.45,314.21,314.45,279.86
96968,4.0,19.0,9.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,180.0,158.32,2.9,0.63,1153.99,1153.99,1153.99,1027.05
96975,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,154.07,11.865777618481049,0.32,4734.69,4734.69,4734.69,8475.1
96976,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,154.07,5.6,0.9,218.91,218.91,218.91,391.84999999999997
96977,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,154.07,15.0,0.44,186.73,186.73,186.73,334.25
96984,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,33.0,154.07,63.8,0.61,3397.74,3397.74,3397.7400000000002,6081.95
97003,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,63.0,154.07,34.8,0.54,1173.52,1173.52,1173.52,2100.6
97007,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,73.0,154.07,34.8,1.91,2222.11,2222.11,2222.11,3977.5799999999995
97008,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,78.0,154.07,120.0,0.44,3309.17,3309.17,3309.17,5923.41
97019,4.0,19.0,9.0,8.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,154.07,33.6,1.11,1050.49,1050.49,1050.49,1880.3799999999999
97020,4.0,19.0,9.0,8.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,154.07,69.6,1.7221418379631694,1408.2201933598978,1399.5118858181268,2108.87,3774.88
97032,4.0,19.0,9.0,8.0,3.0,1.0,1.0,2.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,103.0,154.07,75.0,0.35,3480.65,3480.65,3480.65,6230.360000000001
97037,4.0,19.0,9.0,8.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100.0,1.0,118.0,154.07,8.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,2108.87,3774.88
97047,4.0,19.0,9.0,8.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,133.0,154.07,15.0,1.5,1314.64,1314.64,1314.6399999999999,2353.21
97049,4.0,19.0,9.0,8.0,3.0,2.0,1.0,1.0,10.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,133.0,154.07,120.0,0.63,4362.28,4362.29,4362.28,7808.4800000000005
97062,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,3.0,154.43,11.865777618481049,0.24,1475.53,1475.53,1475.53,3511.76
97065,4.0,19.0,9.0,13.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,3.0,154.43,27.7,0.57,1139.17,1139.17,1139.17,2711.2200000000003
97067,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,15.0,154.43,11.865777618481049,0.88,1591.09,1591.09,1591.09,3786.79
97071,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,36.0,0.92,4216.8,4216.8,4216.8,10035.980000000001
97072,4.0,19.0,9.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,6.0,0.48,865.9,865.9,865.9,2060.84
97073,4.0,19.0,9.0,13.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,6.0,1.04,572.41,572.41,572.41,1362.34
97074,4.0,19.0,9.0,13.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,30.0,0.43,2442.3,2442.38,2442.3,5812.67
97075,4.0,19.0,9.0,13.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,36.0,0.74,3020.02,3020.02,3020.02,7187.65
97076,4.0,19.0,9.0,13.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,33.0,154.43,18.6,0.75,1852.81,1852.81,1852.81,4409.69
97084,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,51.0,154.43,45.0,1.4,1952.22,1952.22,1952.22,4646.28
97091,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,69.0,154.43,48.0,0.43,2438.67,2387.55,2438.67,5804.030000000001
97097,4.0,19.0,9.0,13.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,75.0,154.43,50.0,0.73,3398.66,3444.27,3398.66,8088.8099999999995
97106,4.0,19.0,9.0,13.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,93.0,154.43,31.0,0.54,1759.7,1763.84,1759.6999999999998,4188.09
97108,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,105.0,154.43,25.0,0.7,707.88,707.88,707.88,1684.75
97110,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,105.0,154.43,35.2,0.41,1621.34,1621.34,1621.34,3858.79
97113,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,14.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,111.0,154.43,50.0,3.58,1823.18,1823.18,1823.18,4339.17
97114,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,15.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,111.0,154.43,11.865777618481049,0.58,5619.81,5619.81,5619.8099999999995,13375.15
97117,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,123.0,154.43,11.865777618481049,0.55,3143.57,3143.57,3143.57,7481.699999999999
97119,4.0,19.0,9.0,13.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,154.43,72.0,0.25,4046.45,4046.45,4046.45,9630.55
97124,4.0,19.0,9.0,13.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,129.0,154.43,6.0,0.46,92.69,92.69,92.69,220.6
97127,4.0,19.0,9.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,129.0,154.43,96.0,1.04,2262.77,2262.77,2262.77,5385.39
